Hazard,Type,Occupancy,SpecificOccupId,Source,Description,Stories,Comment,DefaultFn,Editable,Selected,-4 ft,-3 ft,-2 ft,-1 ft,0 ft,1 ft,2 ft,3 ft,4 ft,5 ft,6 ft,7 ft,8 ft,9 ft,10 ft,11 ft,12 ft,13 ft,14 ft,15 ft,16 ft,17 ft,18 ft,19 ft,20 ft,21 ft,22 ft,23 ft,24 ft,ID,Basement,HazardRiverine,HazardCV,HazardCA,SortOrder
riverine,contents,IND2 ,I2LN ,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,,1,1,1,421
riverine,contents,IND2 ,I2LB ,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,1,1,1,1,422
riverine,contents,IND2 ,I2MN ,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,,1,1,1,423
riverine,contents,IND2 ,I2MB ,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,1,1,1,1,424
riverine,contents,IND2 ,I2HN ,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,,1,1,1,425
riverine,contents,IND2 ,I2HB ,USACE - Galveston,"Average Light Industrial, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,384,1,1,1,1,426
riverine,contents,IND3 ,I3LN ,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,,1,1,1,427
riverine,contents,IND3 ,I3LB ,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,1,1,1,1,428
riverine,contents,IND3 ,I3MN ,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,,1,1,1,429
riverine,contents,IND3 ,I3MB ,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,1,1,1,1,430
riverine,contents,IND3 ,I3HN ,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,,1,1,1,431
riverine,contents,IND3 ,I3HB ,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,408,1,1,1,1,432
riverine,contents,IND4 ,I4LN ,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,,1,1,1,433
riverine,contents,IND4 ,I4LB ,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,1,1,1,1,434
riverine,contents,IND4 ,I4MN ,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,,1,1,1,435
riverine,contents,IND4 ,I4MB ,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,1,1,1,1,436
riverine,contents,IND4 ,I4HN ,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,,1,1,1,437
riverine,contents,IND4 ,I4HB ,USACE - Galveston,"Average Metals/Minerals Processing, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,433,1,1,1,1,438
riverine,contents,IND5 ,I5LN ,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",Low Rise,IND3 default,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,442,,1,1,1,439
riverine,contents,IND5 ,I5LB ,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",Low Rise,IND3 default,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,442,1,1,1,1,440
riverine,contents,IND5 ,I5MN ,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",Mid Rise,IND3 default,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,442,,1,1,1,441
riverine,contents,IND5 ,I5MB ,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",Mid Rise,IND3 default,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,442,1,1,1,1,442
riverine,contents,IND5 ,I5HN ,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",High Rise,IND3 default,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,442,,1,1,1,443
riverine,contents,IND5 ,I5HB ,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",High Rise,IND3 default,1,,,0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,442,1,1,1,1,444
riverine,contents,IND6 ,I6LN ,USACE - Galveston,"Average Construction, contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,20,35,47,56,59,66,69,71,72,78,79,80,80,81,81,81,82,82,82,83,83,83,83,83,443,,1,1,1,445
riverine,contents,IND6 ,I6LB ,USACE - Galveston,"Average Construction, contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,20,35,47,56,59,66,69,71,72,78,79,80,80,81,81,81,82,82,82,83,83,83,83,83,443,1,1,1,1,446
riverine,contents,IND6 ,I6MN ,USACE - Galveston,"Average Construction, contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,20,35,47,56,59,66,69,71,72,78,79,80,80,81,81,81,82,82,82,83,83,83,83,83,443,,1,1,1,447
riverine,contents,IND6 ,I6MB ,USACE - Galveston,"Average Construction, contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,20,35,47,56,59,66,69,71,72,78,79,80,80,81,81,81,82,82,82,83,83,83,83,83,443,1,1,1,1,448
riverine,contents,IND6 ,I6HN ,USACE - Galveston,"Average Construction, contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,20,35,47,56,59,66,69,71,72,78,79,80,80,81,81,81,82,82,82,83,83,83,83,83,443,,1,1,1,449
riverine,contents,IND6 ,I6HB ,USACE - Galveston,"Average Construction, contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,20,35,47,56,59,66,69,71,72,78,79,80,80,81,81,81,82,82,82,83,83,83,83,83,443,1,1,1,1,450
riverine,contents,REL1 ,RE1LN,USACE - Galveston,"Church, contents",Low Rise,,1,,,0,0,0,0,10,52,72,85,92,95,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,467,,1,1,1,457
riverine,contents,REL1 ,RE1LB,USACE - Galveston,"Church, contents",Low Rise,,1,,,0,0,0,0,10,52,72,85,92,95,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,467,1,1,1,1,458
riverine,contents,REL1 ,RE1MN,USACE - Galveston,"Church, contents",Mid Rise,,1,,,0,0,0,0,10,52,72,85,92,95,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,467,,1,1,1,459
riverine,contents,REL1 ,RE1MB,USACE - Galveston,"Church, contents",Mid Rise,,1,,,0,0,0,0,10,52,72,85,92,95,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,467,1,1,1,1,460
riverine,contents,REL1 ,RE1HN,USACE - Galveston,"Church, contents",High Rise,,1,,,0,0,0,0,10,52,72,85,92,95,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,467,,1,1,1,461
riverine,contents,REL1 ,RE1HB,USACE - Galveston,"Church, contents",High Rise,,1,,,0,0,0,0,10,52,72,85,92,95,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,467,1,1,1,1,462
riverine,contents,RES1 ,R11N ,USACE - IWR,"one story, no basement, Contents",1 Story,,1,,,0,0,0,4,16,26,36,44,52,58,64,68,72,74,76,78,80,80,80,80,80,80,80,80,80,80,80,80,80,45,,1,,,101
riverine,contents,RES1 ,R11B ,BCAR - Jan 2011,"one story, w/ basement, Contents (B14)",1 Story,RAMPP Inserted,1,,,0,0,11,13,16,19,22,25,27,30,32,35,36,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,535,1,1,,,102
riverine,contents,RES1 ,R12N ,FIA,"two floors, no basement, Contents, A-Zone",2 Story,,1,,,0,0,0,0,8,11,19,23,28,33,39,44,50,54,58,60,60,60,60,60,60,60,60,60,60,60,60,60,60,23,,1,,,103
riverine,contents,RES1 ,R12B ,FIA (MOD.),"two floors, w/ basement, Contents, A-Zone",2 Story,,1,,,0,5,7,8,16,18,25,29,33,37,42,46,52,55,58,60,60,60,60,60,60,60,60,60,60,60,60,60,60,24,1,1,,1,104
riverine,contents,RES1 ,R13N ,FIA (MOD.),"three or more floors, no basement, Contents, A-Zone",3 Story,,1,,,0,0,0,0,7,15,21,22,23,25,27,30,35,40,43,45,48,50,52,54,56,58,60,60,60,60,60,60,60,25,,1,,,105
riverine,contents,RES1 ,R13B ,FIA (MOD.),"three or more floors, w/ basement, Contents, A-Zone",3 Story,,1,,,0,5,7,8,15,22,27,28,29,30,32,35,39,43,46,47,50,52,53,55,57,58,60,60,60,60,60,60,60,26,1,1,,1,106
riverine,contents,RES1 ,R1SN ,FIA,"split level, no basement, Contents, A-Zone",Split Level,,1,,,0,0,0,0,8,11,19,23,28,33,39,44,50,54,58,60,60,60,60,60,60,60,60,60,60,60,60,60,60,27,,1,,,107
riverine,contents,RES1 ,R1SB ,FIA (MOD.),"split level, w/ basement, Contents, A-Zone",Split Level,,1,,,0,5,7,8,16,18,25,29,33,37,42,46,52,55,58,60,60,60,60,60,60,60,60,60,60,60,60,60,60,28,1,1,,1,108
riverine,contents,RES2 ,R21N ,FIA,"Mobile Home, Contents, A-Zone",1 Story,,1,,,0,0,0,0,3,27,49,64,70,76,78,79,81,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,74,,1,,,109
riverine,contents,RES2 ,R21B ,FIA,"Mobile Home, Contents, A-Zone",1 Story,,1,,,0,0,0,0,3,27,49,64,70,76,78,79,81,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,74,1,1,,1,110
riverine,contents,RES3A,R3A1N,USACE - Chicago,"Apartment Unit Grade, Contents",1to2 Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,,,211
riverine,contents,RES3A,R3A1B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",1to2 Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,212
riverine,contents,RES3A,R3A3N,USACE - Chicago,"Apartment Unit Grade, Contents",3to4 Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,213
riverine,contents,RES3A,R3A3B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",3to4 Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,214
riverine,contents,RES3A,R3A5N,USACE - Chicago,"Apartment Unit Grade, Contents",5Plus Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,215
riverine,contents,RES3A,R3A5B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",5Plus Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,216
riverine,contents,RES3B,R3B1N,USACE - Chicago,"Apartment Unit Grade, Contents",1to2 Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,,,217
riverine,contents,RES3B,R3B1B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",1to2 Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,218
riverine,contents,RES3B,R3B3N,USACE - Chicago,"Apartment Unit Grade, Contents",3to4 Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,219
riverine,contents,RES3B,R3B3B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",3to4 Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,220
riverine,contents,RES3B,R3B5N,USACE - Chicago,"Apartment Unit Grade, Contents",5Plus Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,221
riverine,contents,RES3B,R3B5B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",5Plus Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,222
riverine,contents,RES3C,R3C1N,USACE - Chicago,"Apartment Unit Grade, Contents",1to2 Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,223
riverine,contents,RES3C,R3C1B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",1to2 Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,224
riverine,contents,RES3C,R3C3N,USACE - Chicago,"Apartment Unit Grade, Contents",3to4 Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,225
riverine,contents,RES3C,R3C3B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",3to4 Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,226
riverine,contents,RES3C,R3C5N,USACE - Chicago,"Apartment Unit Grade, Contents",5Plus Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,227
riverine,contents,RES3C,R3C5B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",5Plus Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,228
riverine,contents,RES3D,R3D1N,USACE - Chicago,"Apartment Unit Grade, Contents",1to2 Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,229
riverine,contents,RES3D,R3D1B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",1to2 Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,230
riverine,contents,RES3D,R3D3N,USACE - Chicago,"Apartment Unit Grade, Contents",3to4 Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,231
riverine,contents,RES3D,R3D3B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",3to4 Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,232
riverine,contents,RES3D,R3D5N,USACE - Chicago,"Apartment Unit Grade, Contents",5Plus Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,233
riverine,contents,RES3D,R3D5B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",5Plus Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,234
riverine,contents,RES3E,R3E1N,USACE - Chicago,"Apartment Unit Grade, Contents",1to2 Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,235
riverine,contents,RES3E,R3E1B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",1to2 Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,236
riverine,contents,RES3E,R3E3N,USACE - Chicago,"Apartment Unit Grade, Contents",3to4 Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,237
riverine,contents,RES3E,R3E3B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",3to4 Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,238
riverine,contents,RES3E,R3E5N,USACE - Chicago,"Apartment Unit Grade, Contents",5Plus Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,239
riverine,contents,RES3E,R3E5B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",5Plus Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,240
riverine,contents,RES3F,R3F1N,USACE - Chicago,"Apartment Unit Grade, Contents",1to2 Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,241
riverine,contents,RES3F,R3F1B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",1to2 Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,242
riverine,contents,RES3F,R3F3N,USACE - Chicago,"Apartment Unit Grade, Contents",3to4 Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,243
riverine,contents,RES3F,R3F3B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",3to4 Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,244
riverine,contents,RES3F,R3F5N,USACE - Chicago,"Apartment Unit Grade, Contents",5Plus Stories,,1,,,0,0,0,0,12,24,33,35,37,41,45,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,,1,1,1,245
riverine,contents,RES3F,R3F5B,USACE - Chicago,"Apartment Unit Sub-Grade, Contents",5Plus Stories,,1,,,0,6,7,8,15,19,22,28,33,39,43,49,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82,1,1,1,1,246
riverine,contents,RES4 ,R4LN ,USACE - Galveston,"Average hotel/motel, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,11,19,25,29,34,39,44,49,56,65,74,82,88,98,98,98,98,98,98,98,98,98,98,98,85,,1,1,1,337
riverine,contents,RES4 ,R4LB ,USACE - Galveston,"Average hotel/motel, Contents (Equipment/Inventory)",Low Rise,,1,,,0,0,0,0,0,11,19,25,29,34,39,44,49,56,65,74,82,88,98,98,98,98,98,98,98,98,98,98,98,85,1,1,1,1,338
riverine,contents,RES4 ,R4MN ,USACE - Galveston,"Average hotel/motel, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,11,19,25,29,34,39,44,49,56,65,74,82,88,98,98,98,98,98,98,98,98,98,98,98,85,,1,1,1,339
riverine,contents,RES4 ,R4MB ,USACE - Galveston,"Average hotel/motel, Contents (Equipment/Inventory)",Mid Rise,,1,,,0,0,0,0,0,11,19,25,29,34,39,44,49,56,65,74,82,88,98,98,98,98,98,98,98,98,98,98,98,85,1,1,1,1,340
riverine,contents,RES4 ,R4HN ,USACE - Galveston,"Average hotel/motel, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,11,19,25,29,34,39,44,49,56,65,74,82,88,98,98,98,98,98,98,98,98,98,98,98,85,,1,1,1,341
riverine,contents,RES4 ,R4HB ,USACE - Galveston,"Average hotel/motel, Contents (Equipment/Inventory)",High Rise,,1,,,0,0,0,0,0,11,19,25,29,34,39,44,49,56,65,74,82,88,98,98,98,98,98,98,98,98,98,98,98,85,1,1,1,1,342
riverine,contents,RES5 ,R5LN ,USACE - Galveston,"Average institutional dormitory, contents",Low Rise,RES6 default,1,,,0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,88,,1,1,1,343
riverine,contents,RES5 ,R5LB ,USACE - Galveston,"Average institutional dormitory, contents",Low Rise,RES6 default,1,,,0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,88,1,1,1,1,344
riverine,contents,RES5 ,R5MN ,USACE - Galveston,"Average institutional dormitory, contents",Mid Rise,RES6 default,1,,,0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,88,,1,1,1,345
riverine,contents,RES5 ,R5MB ,USACE - Galveston,"Average institutional dormitory, contents",Mid Rise,RES6 default,1,,,0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,88,1,1,1,1,346
riverine,contents,RES5 ,R5HN ,USACE - Galveston,"Average institutional dormitory, contents",High Rise,RES6 default,1,,,0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,88,,1,1,1,347
riverine,contents,RES5 ,R5HB ,USACE - Galveston,"Average institutional dormitory, contents",High Rise,RES6 default,1,,,0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,88,1,1,1,1,348
riverine,contents,RES6 ,R6LN ,USACE - Galveston,"Nursing Home, contents (Equipment)",Low Rise,,1,,,0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,89,,1,1,1,349
riverine,contents,RES6 ,R6LB ,USACE - Galveston,"Nursing Home, contents (Equipment)",Low Rise,,1,,,0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,89,1,1,1,1,350
riverine,contents,RES6 ,R6MN ,USACE - Galveston,"Nursing Home, contents (Equipment)",Mid Rise,,1,,,0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,89,,1,1,1,351
riverine,contents,RES6 ,R6MB ,USACE - Galveston,"Nursing Home, contents (Equipment)",Mid Rise,,1,,,0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,89,1,1,1,1,352
riverine,contents,RES6 ,R6HN ,USACE - Galveston,"Nursing Home, contents (Equipment)",High Rise,,1,,,0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,89,,1,1,1,353
riverine,contents,RES6 ,R6HB ,USACE - Galveston,"Nursing Home, contents (Equipment)",High Rise,,1,,,0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,89,1,1,1,1,354
riverine,inventory,AGR1 ,A1LN ,USACE - Galveston,"Agriculture/Dairy Processing, Inventory",Low Rise,,1,,,0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,116,,1,1,1,451
riverine,inventory,AGR1 ,A1LB ,USACE - Galveston,"Agriculture/Dairy Processing, Inventory",Low Rise,,1,,,0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,116,1,1,1,1,452
riverine,inventory,AGR1 ,A1MN ,USACE - Galveston,"Agriculture/Dairy Processing, Inventory",Mid Rise,,1,,,0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,116,,1,1,1,453
riverine,inventory,AGR1 ,A1MB ,USACE - Galveston,"Agriculture/Dairy Processing, Inventory",Mid Rise,,1,,,0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,116,1,1,1,1,454
riverine,inventory,AGR1 ,A1HN ,USACE - Galveston,"Agriculture/Dairy Processing, Inventory",High Rise,,1,,,0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,116,,1,1,1,455
riverine,inventory,AGR1 ,A1HB ,USACE - Galveston,"Agriculture/Dairy Processing, Inventory",High Rise,,1,,,0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,116,1,1,1,1,456
