Hazard,Type,Occupancy,SpecificOccupId,Source,Description,Stories,Comment,DefaultFn,Editable,Selected,-4 ft,-3 ft,-2 ft,-1 ft,0 ft,1 ft,2 ft,3 ft,4 ft,5 ft,6 ft,7 ft,8 ft,9 ft,10 ft,11 ft,12 ft,13 ft,14 ft,15 ft,16 ft,17 ft,18 ft,19 ft,20 ft,21 ft,22 ft,23 ft,24 ft,ID,Basement,HazardRiverine,HazardCV,HazardCA,SortOrder
riverine,structure,AGR1 ,A1LN ,USACE - Galveston,"Average Agriculture, structure",Low Rise,,1,,,0,0,0,0,0,6,11,15,19,25,30,35,41,46,51,57,63,70,75,79,82,84,87,89,90,92,93,95,96,616,,1,1,1,451
riverine,structure,AGR1 ,A1LB ,USACE - Galveston,"Average Agriculture, structure",Low Rise,,1,,,0,0,0,0,0,6,11,15,19,25,30,35,41,46,51,57,63,70,75,79,82,84,87,89,90,92,93,95,96,616,1,1,1,1,452
riverine,structure,AGR1 ,A1MN ,USACE - Galveston,"Average Agriculture, structure",Mid Rise,,1,,,0,0,0,0,0,6,11,15,19,25,30,35,41,46,51,57,63,70,75,79,82,84,87,89,90,92,93,95,96,616,,1,1,1,453
riverine,structure,AGR1 ,A1MB ,USACE - Galveston,"Average Agriculture, structure",Mid Rise,,1,,,0,0,0,0,0,6,11,15,19,25,30,35,41,46,51,57,63,70,75,79,82,84,87,89,90,92,93,95,96,616,1,1,1,1,454
riverine,structure,AGR1 ,A1HN ,USACE - Galveston,"Average Agriculture, structure",High Rise,,1,,,0,0,0,0,0,6,11,15,19,25,30,35,41,46,51,57,63,70,75,79,82,84,87,89,90,92,93,95,96,616,,1,1,1,455
riverine,structure,AGR1 ,A1HB ,USACE - Galveston,"Average Agriculture, structure",High Rise,,1,,,0,0,0,0,0,6,11,15,19,25,30,35,41,46,51,57,63,70,75,79,82,84,87,89,90,92,93,95,96,616,1,1,1,1,456
riverine,structure,COM1 ,C1LN ,USACE - Galveston,"Average Retail, Structure",Low Rise,,1,,,0,0,0,0,1,9,14,16,18,20,23,26,30,34,38,42,47,51,55,58,61,64,67,69,71,74,76,78,80,217,,1,1,1,355
riverine,structure,COM1 ,C1LB ,USACE - Galveston,"Average Retail, Structure",Low Rise,,1,,,0,0,0,0,1,9,14,16,18,20,23,26,30,34,38,42,47,51,55,58,61,64,67,69,71,74,76,78,80,217,1,1,1,1,356
riverine,structure,COM1 ,C1MN ,USACE - Galveston,"Average Retail, Structure",Mid Rise,,1,,,0,0,0,0,1,9,14,16,18,20,23,26,30,34,38,42,47,51,55,58,61,64,67,69,71,74,76,78,80,217,,1,1,1,357
riverine,structure,COM1 ,C1MB ,USACE - Galveston,"Average Retail, Structure",Mid Rise,,1,,,0,0,0,0,1,9,14,16,18,20,23,26,30,34,38,42,47,51,55,58,61,64,67,69,71,74,76,78,80,217,1,1,1,1,358
riverine,structure,COM1 ,C1HN ,USACE - Galveston,"Average Retail, Structure",High Rise,,1,,,0,0,0,0,1,9,14,16,18,20,23,26,30,34,38,42,47,51,55,58,61,64,67,69,71,74,76,78,80,217,,1,1,1,359
riverine,structure,COM1 ,C1HB ,USACE - Galveston,"Average Retail, Structure",High Rise,,1,,,0,0,0,0,1,9,14,16,18,20,23,26,30,34,38,42,47,51,55,58,61,64,67,69,71,74,76,78,80,217,1,1,1,1,360
riverine,structure,COM2 ,C2LN ,USACE - Galveston,"Average wholesale, Structure",Low Rise,,1,,,0,0,0,0,0,5,8,11,13,16,19,22,25,29,32,37,41,45,49,52,55,58,61,63,66,68,70,71,73,341,,1,1,1,361
riverine,structure,COM2 ,C2LB ,USACE - Galveston,"Average wholesale, Structure",Low Rise,,1,,,0,0,0,0,0,5,8,11,13,16,19,22,25,29,32,37,41,45,49,52,55,58,61,63,66,68,70,71,73,341,1,1,1,1,362
riverine,structure,COM2 ,C2MN ,USACE - Galveston,"Average wholesale, Structure",Mid Rise,,1,,,0,0,0,0,0,5,8,11,13,16,19,22,25,29,32,37,41,45,49,52,55,58,61,63,66,68,70,71,73,341,,1,1,1,363
riverine,structure,COM2 ,C2MB ,USACE - Galveston,"Average wholesale, Structure",Mid Rise,,1,,,0,0,0,0,0,5,8,11,13,16,19,22,25,29,32,37,41,45,49,52,55,58,61,63,66,68,70,71,73,341,1,1,1,1,364
riverine,structure,COM2 ,C2HN ,USACE - Galveston,"Average wholesale, Structure",High Rise,,1,,,0,0,0,0,0,5,8,11,13,16,19,22,25,29,32,37,41,45,49,52,55,58,61,63,66,68,70,71,73,341,,1,1,1,365
riverine,structure,COM2 ,C2HB ,USACE - Galveston,"Average wholesale, Structure",High Rise,,1,,,0,0,0,0,0,5,8,11,13,16,19,22,25,29,32,37,41,45,49,52,55,58,61,63,66,68,70,71,73,341,1,1,1,1,366
riverine,structure,COM3 ,C3LN ,USACE - Galveston,"Average Personal & Repair Services, Structure",Low Rise,,1,,,0,0,0,0,0,9,12,13,16,19,22,25,28,32,35,39,43,47,50,54,57,61,64,68,71,75,78,82,85,375,,1,1,1,367
riverine,structure,COM3 ,C3LB ,USACE - Galveston,"Average Personal & Repair Services, Structure",Low Rise,,1,,,0,0,0,0,0,9,12,13,16,19,22,25,28,32,35,39,43,47,50,54,57,61,64,68,71,75,78,82,85,375,1,1,1,1,368
riverine,structure,COM3 ,C3MN ,USACE - Galveston,"Average Personal & Repair Services, Structure",Mid Rise,,1,,,0,0,0,0,0,9,12,13,16,19,22,25,28,32,35,39,43,47,50,54,57,61,64,68,71,75,78,82,85,375,,1,1,1,369
riverine,structure,COM3 ,C3MB ,USACE - Galveston,"Average Personal & Repair Services, Structure",Mid Rise,,1,,,0,0,0,0,0,9,12,13,16,19,22,25,28,32,35,39,43,47,50,54,57,61,64,68,71,75,78,82,85,375,1,1,1,1,370
riverine,structure,COM3 ,C3HN ,USACE - Galveston,"Average Personal & Repair Services, Structure",High Rise,,1,,,0,0,0,0,0,9,12,13,16,19,22,25,28,32,35,39,43,47,50,54,57,61,64,68,71,75,78,82,85,375,,1,1,1,371
riverine,structure,COM3 ,C3HB ,USACE - Galveston,"Average Personal & Repair Services, Structure",High Rise,,1,,,0,0,0,0,0,9,12,13,16,19,22,25,28,32,35,39,43,47,50,54,57,61,64,68,71,75,78,82,85,375,1,1,1,1,372
riverine,structure,COM4 ,C4LN ,USACE - Galveston,"Average Prof/Tech Services, Structure",Low Rise,,1,,,0,0,0,0,2,11,16,22,28,35,38,41,44,47,50,54,57,59,62,66,68,70,72,74,76,77,78,79,80,431,,1,1,1,373
riverine,structure,COM4 ,C4LB ,USACE - Galveston,"Average Prof/Tech Services, Structure",Low Rise,,1,,,0,0,0,0,2,11,16,22,28,35,38,41,44,47,50,54,57,59,62,66,68,70,72,74,76,77,78,79,80,431,1,1,1,1,374
riverine,structure,COM4 ,C4MN ,USACE - Galveston,"Average Prof/Tech Services, Structure",Mid Rise,,1,,,0,0,0,0,2,11,16,22,28,35,38,41,44,47,50,54,57,59,62,66,68,70,72,74,76,77,78,79,80,431,,1,1,1,375
riverine,structure,COM4 ,C4MB ,USACE - Galveston,"Average Prof/Tech Services, Structure",Mid Rise,,1,,,0,0,0,0,2,11,16,22,28,35,38,41,44,47,50,54,57,59,62,66,68,70,72,74,76,77,78,79,80,431,1,1,1,1,376
riverine,structure,COM4 ,C4HN ,USACE - Galveston,"Average Prof/Tech Services, Structure",High Rise,,1,,,0,0,0,0,2,11,16,22,28,35,38,41,44,47,50,54,57,59,62,66,68,70,72,74,76,77,78,79,80,431,,1,1,1,377
riverine,structure,COM4 ,C4HB ,USACE - Galveston,"Average Prof/Tech Services, Structure",High Rise,,1,,,0,0,0,0,2,11,16,22,28,35,38,41,44,47,50,54,57,59,62,66,68,70,72,74,76,77,78,79,80,431,1,1,1,1,378
riverine,structure,COM5 ,C5LN ,USACE - Galveston,"Bank, Structure",Low Rise,,1,,,0,0,0,0,0,11,11,12,13,15,17,19,22,24,28,31,34,37,40,44,48,51,55,59,63,67,71,75,79,467,,1,1,1,379
riverine,structure,COM5 ,C5LB ,USACE - Galveston,"Bank, Structure",Low Rise,,1,,,0,0,0,0,0,11,11,12,13,15,17,19,22,24,28,31,34,37,40,44,48,51,55,59,63,67,71,75,79,467,1,1,1,1,380
riverine,structure,COM5 ,C5MN ,USACE - Galveston,"Bank, Structure",Mid Rise,,1,,,0,0,0,0,0,11,11,12,13,15,17,19,22,24,28,31,34,37,40,44,48,51,55,59,63,67,71,75,79,467,,1,1,1,381
riverine,structure,COM5 ,C5MB ,USACE - Galveston,"Bank, Structure",Mid Rise,,1,,,0,0,0,0,0,11,11,12,13,15,17,19,22,24,28,31,34,37,40,44,48,51,55,59,63,67,71,75,79,467,1,1,1,1,382
riverine,structure,COM5 ,C5HN ,USACE - Galveston,"Bank, Structure",High Rise,,1,,,0,0,0,0,0,11,11,12,13,15,17,19,22,24,28,31,34,37,40,44,48,51,55,59,63,67,71,75,79,467,,1,1,1,383
riverine,structure,COM5 ,C5HB ,USACE - Galveston,"Bank, Structure",High Rise,,1,,,0,0,0,0,0,11,11,12,13,15,17,19,22,24,28,31,34,37,40,44,48,51,55,59,63,67,71,75,79,467,1,1,1,1,384
riverine,structure,COM6 ,C6LN ,USACE - Galveston,"Hospital, Structure",Low Rise,,1,,,0,0,0,0,0,0,0,20,25,30,35,40,43,47,50,53,55,57,60,60,60,60,60,60,60,60,60,60,60,474,,1,1,1,385
riverine,structure,COM6 ,C6LB ,USACE - Galveston,"Hospital, Structure",Low Rise,,1,,,0,0,0,0,0,0,0,20,25,30,35,40,43,47,50,53,55,57,60,60,60,60,60,60,60,60,60,60,60,474,1,1,1,1,386
riverine,structure,COM6 ,C6MN ,USACE - Galveston,"Hospital, Structure",Mid Rise,,1,,,0,0,0,0,0,0,0,20,25,30,35,40,43,47,50,53,55,57,60,60,60,60,60,60,60,60,60,60,60,474,,1,1,1,387
riverine,structure,COM6 ,C6MB ,USACE - Galveston,"Hospital, Structure",Mid Rise,,1,,,0,0,0,0,0,0,0,20,25,30,35,40,43,47,50,53,55,57,60,60,60,60,60,60,60,60,60,60,60,474,1,1,1,1,388
riverine,structure,COM6 ,C6HN ,USACE - Galveston,"Hospital, Structure",High Rise,,1,,,0,0,0,0,0,0,0,20,25,30,35,40,43,47,50,53,55,57,60,60,60,60,60,60,60,60,60,60,60,474,,1,1,1,389
riverine,structure,COM6 ,C6HB ,USACE - Galveston,"Hospital, Structure",High Rise,,1,,,0,0,0,0,0,0,0,20,25,30,35,40,43,47,50,53,55,57,60,60,60,60,60,60,60,60,60,60,60,474,1,1,1,1,390
riverine,structure,COM7 ,C7LN ,USACE - Galveston,"Average Medical Office, Structure",Low Rise,,1,,,0,0,0,0,2,11,12,13,14,16,17,18,20,22,24,27,30,34,37,41,44,48,51,54,56,59,61,64,66,475,,1,1,1,391
riverine,structure,COM7 ,C7LB ,USACE - Galveston,"Average Medical Office, Structure",Low Rise,,1,,,0,0,0,0,2,11,12,13,14,16,17,18,20,22,24,27,30,34,37,41,44,48,51,54,56,59,61,64,66,475,1,1,1,1,392
riverine,structure,COM7 ,C7MN ,USACE - Galveston,"Average Medical Office, Structure",Mid Rise,,1,,,0,0,0,0,2,11,12,13,14,16,17,18,20,22,24,27,30,34,37,41,44,48,51,54,56,59,61,64,66,475,,1,1,1,393
riverine,structure,COM7 ,C7MB ,USACE - Galveston,"Average Medical Office, Structure",Mid Rise,,1,,,0,0,0,0,2,11,12,13,14,16,17,18,20,22,24,27,30,34,37,41,44,48,51,54,56,59,61,64,66,475,1,1,1,1,394
riverine,structure,COM7 ,C7HN ,USACE - Galveston,"Average Medical Office, Structure",High Rise,,1,,,0,0,0,0,2,11,12,13,14,16,17,18,20,22,24,27,30,34,37,41,44,48,51,54,56,59,61,64,66,475,,1,1,1,395
riverine,structure,COM7 ,C7HB ,USACE - Galveston,"Average Medical Office, Structure",High Rise,,1,,,0,0,0,0,2,11,12,13,14,16,17,18,20,22,24,27,30,34,37,41,44,48,51,54,56,59,61,64,66,475,1,1,1,1,396
riverine,structure,COM8 ,C8LN ,USACE - Galveston,"Average Entertainment/Recreation, Structure",Low Rise,,1,,,0,0,0,0,1,9,11,12,14,16,18,20,22,26,29,33,37,41,45,50,53,57,60,63,66,69,73,76,78,493,,1,1,1,397
riverine,structure,COM8 ,C8LB ,USACE - Galveston,"Average Entertainment/Recreation, Structure",Low Rise,,1,,,0,0,0,0,1,9,11,12,14,16,18,20,22,26,29,33,37,41,45,50,53,57,60,63,66,69,73,76,78,493,1,1,1,1,398
riverine,structure,COM8 ,C8MN ,USACE - Galveston,"Average Entertainment/Recreation, Structure",Mid Rise,,1,,,0,0,0,0,1,9,11,12,14,16,18,20,22,26,29,33,37,41,45,50,53,57,60,63,66,69,73,76,78,493,,1,1,1,399
riverine,structure,COM8 ,C8MB ,USACE - Galveston,"Average Entertainment/Recreation, Structure",Mid Rise,,1,,,0,0,0,0,1,9,11,12,14,16,18,20,22,26,29,33,37,41,45,50,53,57,60,63,66,69,73,76,78,493,1,1,1,1,400
riverine,structure,COM8 ,C8HN ,USACE - Galveston,"Average Entertainment/Recreation, Structure",High Rise,,1,,,0,0,0,0,1,9,11,12,14,16,18,20,22,26,29,33,37,41,45,50,53,57,60,63,66,69,73,76,78,493,,1,1,1,401
riverine,structure,COM8 ,C8HB ,USACE - Galveston,"Average Entertainment/Recreation, Structure",High Rise,,1,,,0,0,0,0,1,9,11,12,14,16,18,20,22,26,29,33,37,41,45,50,53,57,60,63,66,69,73,76,78,493,1,1,1,1,402
riverine,structure,COM9 ,C9LN ,USACE - Galveston,"Average theatre, Structure",Low Rise,,1,,,0,0,0,0,0,2,4,5,5,5,6,8,10,12,15,20,24,29,35,42,49,56,62,68,74,80,86,92,98,532,,1,1,1,403
riverine,structure,COM9 ,C9LB ,USACE - Galveston,"Average theatre, Structure",Low Rise,,1,,,0,0,0,0,0,2,4,5,5,5,6,8,10,12,15,20,24,29,35,42,49,56,62,68,74,80,86,92,98,532,1,1,1,1,404
riverine,structure,COM9 ,C9MN ,USACE - Galveston,"Average theatre, Structure",Mid Rise,,1,,,0,0,0,0,0,2,4,5,5,5,6,8,10,12,15,20,24,29,35,42,49,56,62,68,74,80,86,92,98,532,,1,1,1,405
riverine,structure,COM9 ,C9MB ,USACE - Galveston,"Average theatre, Structure",Mid Rise,,1,,,0,0,0,0,0,2,4,5,5,5,6,8,10,12,15,20,24,29,35,42,49,56,62,68,74,80,86,92,98,532,1,1,1,1,406
riverine,structure,COM9 ,C9HN ,USACE - Galveston,"Average theatre, Structure",High Rise,,1,,,0,0,0,0,0,2,4,5,5,5,6,8,10,12,15,20,24,29,35,42,49,56,62,68,74,80,86,92,98,532,,1,1,1,407
riverine,structure,COM9 ,C9HB ,USACE - Galveston,"Average theatre, Structure",High Rise,,1,,,0,0,0,0,0,2,4,5,5,5,6,8,10,12,15,20,24,29,35,42,49,56,62,68,74,80,86,92,98,532,1,1,1,1,408
riverine,structure,COM10,C10LN,USACE - Galveston,"Garage, structure",Low Rise,,1,,,0,0,0,0,0,3,5,6,7,8,10,13,17,21,25,30,35,41,47,52,58,65,71,76,81,86,91,96,100,543,,1,1,1,409
riverine,structure,COM10,C10LB,USACE - Galveston,"Garage, structure",Low Rise,,1,,,0,0,0,0,0,3,5,6,7,8,10,13,17,21,25,30,35,41,47,52,58,65,71,76,81,86,91,96,100,543,1,1,1,1,410
riverine,structure,COM10,C10MN,USACE - Galveston,"Garage, structure",Mid Rise,,1,,,0,0,0,0,0,3,5,6,7,8,10,13,17,21,25,30,35,41,47,52,58,65,71,76,81,86,91,96,100,543,,1,1,1,411
riverine,structure,COM10,C10MB,USACE - Galveston,"Garage, structure",Mid Rise,,1,,,0,0,0,0,0,3,5,6,7,8,10,13,17,21,25,30,35,41,47,52,58,65,71,76,81,86,91,96,100,543,1,1,1,1,412
riverine,structure,COM10,C10HN,USACE - Galveston,"Garage, structure",High Rise,,1,,,0,0,0,0,0,3,5,6,7,8,10,13,17,21,25,30,35,41,47,52,58,65,71,76,81,86,91,96,100,543,,1,1,1,413
riverine,structure,COM10,C10HB,USACE - Galveston,"Garage, structure",High Rise,,1,,,0,0,0,0,0,3,5,6,7,8,10,13,17,21,25,30,35,41,47,52,58,65,71,76,81,86,91,96,100,543,1,1,1,1,414
riverine,structure,EDU1 ,E1LN ,USACE - Galveston,"Average school, structure",Low Rise,,1,,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,643,,1,1,1,475
riverine,structure,EDU1 ,E1LB ,USACE - Galveston,"Average school, structure",Low Rise,,1,,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,643,1,1,1,1,476
riverine,structure,EDU1 ,E1MN ,USACE - Galveston,"Average school, structure",Mid Rise,,1,,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,643,,1,1,1,477
riverine,structure,EDU1 ,E1MB ,USACE - Galveston,"Average school, structure",Mid Rise,,1,,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,643,1,1,1,1,478
riverine,structure,EDU1 ,E1HN ,USACE - Galveston,"Average school, structure",High Rise,,1,,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,643,,1,1,1,479
riverine,structure,EDU1 ,E1HB ,USACE - Galveston,"Average school, structure",High Rise,,1,,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,643,1,1,1,1,480
riverine,structure,EDU2 ,E2LN ,USACE - Galveston,"Average college/university, structure",Low Rise,EDU1 default,1,,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,652,,1,1,1,481
riverine,structure,EDU2 ,E2LB ,USACE - Galveston,"Average college/university, structure",Low Rise,EDU1 default,1,,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,652,1,1,1,1,482
riverine,structure,EDU2 ,E2MN ,USACE - Galveston,"Average college/university, structure",Mid Rise,EDU1 default,1,,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,652,,1,1,1,483
riverine,structure,EDU2 ,E2MB ,USACE - Galveston,"Average college/university, structure",Mid Rise,EDU1 default,1,,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,652,1,1,1,1,484
riverine,structure,EDU2 ,E2HN ,USACE - Galveston,"Average college/university, structure",High Rise,EDU1 default,1,,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,652,,1,1,1,485
riverine,structure,EDU2 ,E2HB ,USACE - Galveston,"Average college/university, structure",High Rise,EDU1 default,1,,,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,652,1,1,1,1,486
riverine,structure,GOV1 ,G1LN ,USACE - Galveston,"Average government services, structure",Low Rise,,1,,,0,0,0,0,0,5,8,13,14,14,15,17,19,22,26,31,37,44,51,59,65,70,74,79,83,87,91,95,98,631,,1,1,1,463
riverine,structure,GOV1 ,G1LB ,USACE - Galveston,"Average government services, structure",Low Rise,,1,,,0,0,0,0,0,5,8,13,14,14,15,17,19,22,26,31,37,44,51,59,65,70,74,79,83,87,91,95,98,631,1,1,1,1,464
riverine,structure,GOV1 ,G1MN ,USACE - Galveston,"Average government services, structure",Mid Rise,,1,,,0,0,0,0,0,5,8,13,14,14,15,17,19,22,26,31,37,44,51,59,65,70,74,79,83,87,91,95,98,631,,1,1,1,465
riverine,structure,GOV1 ,G1MB ,USACE - Galveston,"Average government services, structure",Mid Rise,,1,,,0,0,0,0,0,5,8,13,14,14,15,17,19,22,26,31,37,44,51,59,65,70,74,79,83,87,91,95,98,631,1,1,1,1,466
riverine,structure,GOV1 ,G1HN ,USACE - Galveston,"Average government services, structure",High Rise,,1,,,0,0,0,0,0,5,8,13,14,14,15,17,19,22,26,31,37,44,51,59,65,70,74,79,83,87,91,95,98,631,,1,1,1,467
riverine,structure,GOV1 ,G1HB ,USACE - Galveston,"Average government services, structure",High Rise,,1,,,0,0,0,0,0,5,8,13,14,14,15,17,19,22,26,31,37,44,51,59,65,70,74,79,83,87,91,95,98,631,1,1,1,1,468
riverine,structure,GOV2 ,G2LN ,USACE - Galveston,"Average emergency response, Structure",Low Rise,,1,,,0,0,0,0,0,7,10,11,12,15,17,20,23,27,31,35,40,44,48,52,56,60,64,68,72,76,80,84,88,640,,1,1,1,469
riverine,structure,GOV2 ,G2LB ,USACE - Galveston,"Average emergency response, Structure",Low Rise,,1,,,0,0,0,0,0,7,10,11,12,15,17,20,23,27,31,35,40,44,48,52,56,60,64,68,72,76,80,84,88,640,1,1,1,1,470
riverine,structure,GOV2 ,G2MN ,USACE - Galveston,"Average emergency response, Structure",Mid Rise,,1,,,0,0,0,0,0,7,10,11,12,15,17,20,23,27,31,35,40,44,48,52,56,60,64,68,72,76,80,84,88,640,,1,1,1,471
riverine,structure,GOV2 ,G2MB ,USACE - Galveston,"Average emergency response, Structure",Mid Rise,,1,,,0,0,0,0,0,7,10,11,12,15,17,20,23,27,31,35,40,44,48,52,56,60,64,68,72,76,80,84,88,640,1,1,1,1,472
riverine,structure,GOV2 ,G2HN ,USACE - Galveston,"Average emergency response, Structure",High Rise,,1,,,0,0,0,0,0,7,10,11,12,15,17,20,23,27,31,35,40,44,48,52,56,60,64,68,72,76,80,84,88,640,,1,1,1,473
riverine,structure,GOV2 ,G2HB ,USACE - Galveston,"Average emergency response, Structure",High Rise,,1,,,0,0,0,0,0,7,10,11,12,15,17,20,23,27,31,35,40,44,48,52,56,60,64,68,72,76,80,84,88,640,1,1,1,1,474
riverine,structure,IND1 ,I1LN ,USACE - Galveston,"Average heavy industrial, Structure",Low Rise,,1,,,0,0,0,0,1,10,12,15,19,22,26,30,35,39,42,48,50,51,53,54,55,55,56,56,57,57,57,58,58,545,,1,1,1,415
riverine,structure,IND1 ,I1LB ,USACE - Galveston,"Average heavy industrial, Structure",Low Rise,,1,,,0,0,0,0,1,10,12,15,19,22,26,30,35,39,42,48,50,51,53,54,55,55,56,56,57,57,57,58,58,545,1,1,1,1,416
riverine,structure,IND1 ,I1MN ,USACE - Galveston,"Average heavy industrial, Structure",Mid Rise,,1,,,0,0,0,0,1,10,12,15,19,22,26,30,35,39,42,48,50,51,53,54,55,55,56,56,57,57,57,58,58,545,,1,1,1,417
riverine,structure,IND1 ,I1MB ,USACE - Galveston,"Average heavy industrial, Structure",Mid Rise,,1,,,0,0,0,0,1,10,12,15,19,22,26,30,35,39,42,48,50,51,53,54,55,55,56,56,57,57,57,58,58,545,1,1,1,1,418
riverine,structure,IND1 ,I1HN ,USACE - Galveston,"Average heavy industrial, Structure",High Rise,,1,,,0,0,0,0,1,10,12,15,19,22,26,30,35,39,42,48,50,51,53,54,55,55,56,56,57,57,57,58,58,545,,1,1,1,419
riverine,structure,IND1 ,I1HB ,USACE - Galveston,"Average heavy industrial, Structure",High Rise,,1,,,0,0,0,0,1,10,12,15,19,22,26,30,35,39,42,48,50,51,53,54,55,55,56,56,57,57,57,58,58,545,1,1,1,1,420
riverine,structure,IND2 ,I2LN ,USACE - Galveston,"Average light industrial, structure",Low Rise,,1,,,0,0,0,0,1,9,14,17,22,26,30,32,35,37,39,43,46,48,50,51,54,55,57,59,60,62,63,65,66,559,,1,1,1,421
riverine,structure,IND2 ,I2LB ,USACE - Galveston,"Average light industrial, structure",Low Rise,,1,,,0,0,0,0,1,9,14,17,22,26,30,32,35,37,39,43,46,48,50,51,54,55,57,59,60,62,63,65,66,559,1,1,1,1,422
riverine,structure,IND2 ,I2MN ,USACE - Galveston,"Average light industrial, structure",Mid Rise,,1,,,0,0,0,0,1,9,14,17,22,26,30,32,35,37,39,43,46,48,50,51,54,55,57,59,60,62,63,65,66,559,,1,1,1,423
riverine,structure,IND2 ,I2MB ,USACE - Galveston,"Average light industrial, structure",Mid Rise,,1,,,0,0,0,0,1,9,14,17,22,26,30,32,35,37,39,43,46,48,50,51,54,55,57,59,60,62,63,65,66,559,1,1,1,1,424
riverine,structure,IND2 ,I2HN ,USACE - Galveston,"Average light industrial, structure",High Rise,,1,,,0,0,0,0,1,9,14,17,22,26,30,32,35,37,39,43,46,48,50,51,54,55,57,59,60,62,63,65,66,559,,1,1,1,425
riverine,structure,IND2 ,I2HB ,USACE - Galveston,"Average light industrial, structure",High Rise,,1,,,0,0,0,0,1,9,14,17,22,26,30,32,35,37,39,43,46,48,50,51,54,55,57,59,60,62,63,65,66,559,1,1,1,1,426
riverine,structure,IND3 ,I3LN ,USACE - Galveston,"Average Food/Drug/Chem, Structure",Low Rise,,1,,,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,575,,1,1,1,427
riverine,structure,IND3 ,I3LB ,USACE - Galveston,"Average Food/Drug/Chem, Structure",Low Rise,,1,,,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,575,1,1,1,1,428
riverine,structure,IND3 ,I3MN ,USACE - Galveston,"Average Food/Drug/Chem, Structure",Mid Rise,,1,,,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,575,,1,1,1,429
riverine,structure,IND3 ,I3MB ,USACE - Galveston,"Average Food/Drug/Chem, Structure",Mid Rise,,1,,,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,575,1,1,1,1,430
riverine,structure,IND3 ,I3HN ,USACE - Galveston,"Average Food/Drug/Chem, Structure",High Rise,,1,,,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,575,,1,1,1,431
riverine,structure,IND3 ,I3HB ,USACE - Galveston,"Average Food/Drug/Chem, Structure",High Rise,,1,,,0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,575,1,1,1,1,432
riverine,structure,IND4 ,I4LN ,USACE - Galveston,"Average Metals/Minerals processing, structure",Low Rise,,1,,,0,0,0,0,0,10,14,18,22,26,34,41,42,42,45,47,49,50,50,50,50,50,50,50,50,50,50,50,50,586,,1,1,1,433
riverine,structure,IND4 ,I4LB ,USACE - Galveston,"Average Metals/Minerals processing, structure",Low Rise,,1,,,0,0,0,0,0,10,14,18,22,26,34,41,42,42,45,47,49,50,50,50,50,50,50,50,50,50,50,50,50,586,1,1,1,1,434
riverine,structure,IND4 ,I4MN ,USACE - Galveston,"Average Metals/Minerals processing, structure",Mid Rise,,1,,,0,0,0,0,0,10,14,18,22,26,34,41,42,42,45,47,49,50,50,50,50,50,50,50,50,50,50,50,50,586,,1,1,1,435
riverine,structure,IND4 ,I4MB ,USACE - Galveston,"Average Metals/Minerals processing, structure",Mid Rise,,1,,,0,0,0,0,0,10,14,18,22,26,34,41,42,42,45,47,49,50,50,50,50,50,50,50,50,50,50,50,50,586,1,1,1,1,436
riverine,structure,IND4 ,I4HN ,USACE - Galveston,"Average Metals/Minerals processing, structure",High Rise,,1,,,0,0,0,0,0,10,14,18,22,26,34,41,42,42,45,47,49,50,50,50,50,50,50,50,50,50,50,50,50,586,,1,1,1,437
